name,begin_date_year,type,tag_name,tag_count
Stuck Mojo,1989,2,alternative metal,1
Stuck on Planet Earth,2007,2,rock,1
Studencki Zespół Pieśni i Tańca „Katowice”,1969,2,folk,1
Stupid Humans,1979,2,punk,1
Styggelse,2003,2,black metal,1
Styx,1970,2,rock,2
Suamanucaedere,2006,2,black metal,1
Sub Kids,1976,2,punk,1
Subconscious,1990,2,death metal,1
Subhumans,1980,2,punk,2
Subject A,2016,2,rocksteady,1
Sublet Basement,2015,2,alternative,0
Sublime,1986,2,ska punk,1
Sublime with Rome,2009,2,reggae,1
Subliminal Code,2010,2,industrial,1
Submission,2005,2,heavy metal,1
Submission Hold,1993,2,punk,1
Submissives,1996,2,punk,2
Subpop Squeeze,1996,2,electronic,1
SubRosa,2005,2,rock,1
Subrose,2008,2,electronic,1
Subterrestrial,2010,2,industrial,1
Subverts,1979,2,punk,1
Subway Circus,2011,2,rock,1
Subway to Sally,1990,2,industrial metal,1
Success,2007,2,rock,1
Such a Noise,1989,2,blues rock,1
Such Gold,2009,2,emo,1
Sudden Move,2013,2,alternative,1
Suede,1989,2,britpop,2
SuG,2006,2,visual kei,1
Sugababes,1998,2,pop,2
Sugar Horse,2015,2,shoegaze,1
Sugar Ray,1986,2,funk metal,1
Sugarland,2002,2,country,2
Sugarless,1994,2,rock,1
Sui Generis,1971,2,folk rock,1
Sui Generis Umbra,1999,2,industrial,1
Suicidal Tendencies,1982,2,hardcore punk,2
Suicidal Winds,1992,2,black metal,1
Suicide,1975,2,electronic,1
Suicide Junkies,2013,2,punk,1
Suicide Nation,1997,2,hardcore punk,1
Suicide Silence,2002,2,deathcore,3
Sukay,1975,2,folk,1
Sulfur Giant,2014,2,rock,1
Sultans of Ping F.C.,1988,2,punk,1
Sulu Babylon,2010,2,rock,1
Sum 41,1996,2,rock,2
Sume,1970,2,rock,1
Sumer,1996,2,folk,1
Summer Camp,2009,2,indie pop,1
Summon,1991,2,black metal,1
Summoning,1993,2,black metal,3
Sumo,1983,2,rock,1
Sun Blood Stories,2011,2,rock,1
Sun City Girls,1981,2,experimental rock,2
Sun Devoured Earth,2009,2,black metal,1
Sun Electric,1993,2,electronic,1
Sun Mammuth,2013,2,rock,1
Sun of the Blind,2006,2,black metal,1
Sun of the Sleepless,1999,2,black metal,1
Sunburn in Cyprus,1998,2,electronica,1
Sunburst,2010,2,progressive metal,1
Sund Fornuft,1993,2,rap,1
Sunn O))),1999,2,doom metal,1
Sunnata,2008,2,rock,1
Sunnyboys,1980,2,punk,1
SunS,1988,2,alternative,1
Suns of Arqa,1979,2,dub,1
Sunscreem,1991,2,house,1
Sunset Nebula,2015,2,space rock,1
Sunset Strippers,2004,2,electronic,1
Sunwatchers,2013,2,jazz,1
Super Furry Animals,1995,2,indie rock,2
Super Junior,2005,2,electronic,1
Super Junior M,2008,2,pop,1
Super No. 7,2001,2,rock,1
Super Sucker,2006,2,punk,1
Super_Collider,1998,2,electronica,1
Superbutt,2000,2,rock,1
Superchick,1999,2,rock,1
Superchunk,1989,2,rock,1
Superfly,2004,2,soul,1
SuperGiant,2005,2,rock,1
Supergrass,1993,2,britpop,2
supermad,2010,2,techno,1
Supernichts,1993,2,punk,1
SuperScum,2012,2,folk,1
Supersuckers,1988,2,garage rock,1
Supertramp,1969,2,rock,2
Sur Oculto,1999,2,progressive metal,1
Surf Club,2011,2,pop,1
Surfer Blood,2009,2,surf,1
Surfin' Raccoons,1985,2,rock,1
Surrender of Divinity,1996,2,black metal,1
Surrender the Coast,2009,2,punk,1
Survivor,1977,2,hard rock,1
Sutari,2012,2,traditional folk,1
Sutratma,2010,2,death metal,1
Suturee,2007,2,folk,1
Suuns,2006,2,pop,1
Svalbard,2002,2,black metal,1
Svart Aggression,1998,2,punk,1
Svart Parad,1984,2,punk,1
Svartden,2012,2,black metal,1
Svarti Loghin,2006,2,black metal,1
Svartkraft,2003,2,black metal,1
Svartpest,1999,2,black metal,1
Svartsyn,1993,2,black metal,1
SWA,1985,2,punk,1
Swåp,1995,2,folk,1
Swallow the Sun,2001,2,doom metal,2
Swami,1998,2,electro,1
Swampgrass,2013,2,blues,1
Swan Lake,2006,2,rock,1
Swans,1982,2,no wave,2
Sweat Lodge,2010,2,hard rock,1
Swedish House Mafia,2008,2,progressive house,1
Sweeney's Men,1966,2,folk,1
Sweet Baby,1986,2,punk,1
Sweet Crude Bill,2006,2,folk rock,1
Sweet Eve,2008,2,rock,1
Sweet Honey in the Rock,1973,2,folk,1
Sweet Jonny,2011,2,punk,1
Sweet Lich,2014,2,hard rock,1
Sweet Little Sister,2003,2,rock,1
Sweet Revenge,2008,2,rock,1
Sweet Sensation,1986,2,freestyle,1
Swell Maps,1972,2,punk,1
Swervedriver,1989,2,rock,1
Swim Deep,2011,2,dream pop,1
Swing,2000,2,swing,1
Swing Republic,2008,2,swing,1
Switched,1999,2,hard rock,1
Switchfoot,1997,2,rock,4
Switchpin,2001,2,metalcore,1
Swoons,1990,2,punk,1
Sword Toward Self,2006,2,death metal,1
SWV,1990,2,new jack swing,1
SX-10,1996,2,rap rock,1
Sybiont,2009,2,alternative,1
Sybreed,2003,2,industrial metal,1
SYKES,2012,2,pop,1
Sylosis,2000,2,progressive metal,1
Sylvan,1990,2,art rock,1
Sylver,2001,2,trance,1
Symakya,2009,2,symphonic metal,1
Symbyosis,1998,2,death metal,1
SYMD,2008,2,black metal,1
Symphony of Sorrow,1999,2,industrial metal,1
Symphony X,1994,2,progressive metal,4
SYN:DROM,2002,2,death metal,1
SynSUN,1998,2,trance,1
Synthaurion,2009,2,electronica,1
Synthetic Blast,2015,2,alternative metal,1
Synthetic Organs,2013,2,electronica,1
Syrach,1993,2,death metal,1
Syrinx Trio,2000,2,classical,1
System of a Down,1994,2,alternative metal,4
System!,1979,2,punk,1
Sytry,2004,2,black metal,1
Szabó Benedek és a Galaxisok,2013,2,folk,1
Szfinx,1989,2,hard rock,1
T Cecil,2016,2,art rock,1
T. Rex,1967,2,glam rock,3
t.A.T.u.,2000,2,electronica,2
T.Banzai,2005,2,rock,1
T.N.T.,1981,2,punk,1
T.O.K.,1996,2,dancehall,1
T.S.O.L.,1979,2,punk,1
T-99,2000,2,blues,1
Téada,2001,2,folk,1
Télépopmusik,1998,2,downtempo,1
Týr,1998,2,power metal,1
Taake,1993,2,black metal,2
Taarka,2001,2,folk,1
Têtes Raides,1984,2,folk rock,1
Tabloid Vivant,2012,2,pop,1
Tabu,2003,2,reggae,1
Tacit Fury,2001,2,death metal,1
Tacocat,2008,2,surf,1
Tactical Sekt,2002,2,industrial,1
Tactics,1977,2,punk,1
Tad Morose,1991,2,heavy metal,1
Tagada Jones,1993,2,punk,1
Tagtraum,1992,2,punk,1
Tahiti 80,1993,2,downtempo,1
Take That,1990,2,pop,2
Talco,2001,2,ska,1
Tales of Terror,1982,2,punk,1
Talichovo kvarteto,1964,2,classical,1
Taliesyn,1993,2,prog rock,1
Talk Like Tigers,2015,2,pop,1
Talk Talk,1981,2,new romantic,1
Talking Heads,1974,2,new wave,3
Tall Ships,2009,2,math rock,1
Tall Young Men,2007,2,rock,1
Tallmute,2001,2,electronic,2
Tam Tam Go!,1988,2,pop,1
Tame Impala,2007,2,psychedelic pop,1
Tanadra,2010,2,hard rock,1
Tanamera,2009,2,rock,1
Tangerine Dream,1967,2,electronic,5
Tanghetto,2002,2,electronic,1
Tank,1980,2,heavy metal,1
Tansads,1990,2,folk,1
Tantric,1998,2,hard rock,1
Tanzwut,1996,2,electronic,1
Tape Runs Out,2012,2,shoegaze,1
Tapenga,2005,2,indie rock,1
Tappi Tíkarrass,1981,2,punk,1
Taproot,1997,2,rock,1
Tar,1988,2,punk,1
Tarika,1983,2,folk,1
Tarnfarbe,1981,2,punk,1
Tartu Popi ja Roki Instituut,2004,2,indie rock,1
Tashkezar,2014,2,fusion,1
Tata Bojs,1988,2,rock,1
Tatuerade Snutkukar,1982,2,punk,1
Tři sestry,1985,2,punk,1
Taxi,1979,2,new wave,1
Taxi Girl,1978,2,punk,1
Taxim,1996,2,new wave,1
Taylor Hawkins & The Coattail Riders,2004,2,rock,1
TCP,2008,2,art rock,1
Tea Leaf Green,1998,2,rock,1
Teal,2014,2,garage rock,1
Team Doyobi,1991,2,electronica,1
Tearist,2009,2,synth pop,1
Tears for Fears,1981,2,new wave,1
Technology of Silence,2004,2,industrial,2
Ted Leo and the Pharmacists,1999,2,punk,1
Teddybears,1991,2,indie pop,1
Tedeschi Trucks Band,2010,2,blues rock,2
Teen Idols,1992,2,punk,1
Teenage Bottlerocket,2001,2,punk,1
Teenage Fanclub,1989,2,power pop,2
Teenage Filmstars,1979,2,mod,1
Teenage Jesus and the Jerks,1977,2,punk,1
Teengenerate,1993,2,punk,1
Teh Tarik Crew,1999,2,hip-hop,1
Telamon,2014,2,alternative,1
Telebit,2011,2,rock,1
Telefryzer,1997,2,rock,1
Telephantom,2015,2,indie pop,1
Telescope For The Blind,2012,2,indie rock,1
Television,1973,2,new wave,2
Television Personalities,1978,2,punk,1
Telex,1984,2,punk,1
telingaberdarah,2006,2,jazz,1
Tellison,2003,2,indie rock,1
Telltalehard,1993,2,progressive metal,1
Temnee,2013,2,psychedelic,1
Tempête,2003,2,rock,1
Tempelheks,2013,2,psychedelic,1
Tempered Mental,2002,2,rock,1
Templars,2016,2,indie rock,1
Temple,2011,2,punk,1
Temple Dawn,2011,2,rock,1
Temple of Baal,1998,2,black metal,1
Temple of Dust,2013,2,rock,1
Temple of the Dog,1990,2,grunge,2
Ten Foot Pole,1993,2,punk,2
Ten Masked Men,1996,2,death metal,1
Ten Sharp,1982,2,pop,1
Ten Years After,1967,2,blues rock,2
Tenochtitlan,2004,2,doom metal,1
Tenores di Neoneli,1976,2,folk,1
Tenpole Tudor,1977,2,punk,1
Tenth Electric,2012,2,rock,1
Tequila,1975,2,rock,1
Terminal Cheesecake,1988,2,rock,1
Termiti,1978,2,punk,1
Terror,2000,2,hardcore punk,1
Terrorgruppe,1993,2,punk,2
Terry Knight & The Pack,1964,2,garage rock,1
Terveet Kädet,1980,2,punk,1
Tesco Vee’s Hate Police,1990,2,punk,1
Tesla,1981,2,hard rock,2
Tesla Boy,2008,2,electronic,1
Test Dept.,1981,2,industrial,1
Test Icicles,2004,2,alternative,1
Test Transmission,2012,2,grunge,1
Testcard F,1981,2,electro,1
Testors,1975,2,punk,1
Tetra Hydro K,2010,2,dubstep,1
Texas,1986,2,rock,1
Texas Hippie Coalition,2004,2,southern rock,1
Texas in July,2008,2,metalcore,1
Textures,2001,2,progressive metal,1
TEYR,2013,2,folk,1
Tha Dogg Pound,1991,2,gangsta rap,1
"Théodore, Paul & Gabriel",2009,2,pop,1
Théophile Ardy,2003,2,folk,1
Thaitanium,2000,2,hip-hop,1
Thalion,2001,2,progressive metal,1
Thao & the Get Down Stay Down,2003,2,folk rock,1
Thargos,1995,2,black metal,1
That,2009,2,dark ambient,1
That Fucking Tank,1992,2,math rock,1
Thatcher on Acid,1983,2,punk,1
The 101ers,1974,2,pub rock,2
The 1975,2002,2,indie rock,2
The 4 of Us,1988,2,rock,1
The 4130's,2013,2,punk,1
The 4‐Skins,1979,2,punk,1
the 4onthefloor,2009,2,blues,2
The 5 AM,2013,2,rock,1
The 5.6.7.8’s,1986,2,punk,1
The 5th Dimension,1966,2,pop soul,1
The 5th Plateau,2004,2,space rock,1
The 69 Eyes,1989,2,rock,2
The 'A' Train,1997,2,lo fi,1
The A.G's,1985,2,punk,1
The Abominable Iron Sloth,2004,2,doom metal,1
The Abs,1980,2,punk,1
The Absentees,1978,2,punk,1
The Absolute Bellinis,2014,2,jazz,1
The Abyssinians,1969,2,roots reggae,1
The Acacia Strain,2001,2,deathcore,1
The Academy Is...,2003,2,indie rock,1
The Accüsed,1981,2,punk,1
The Accidents,1979,2,mod,1
The Accused,1978,2,punk,1
The Achtung Achtung,2010,2,rock,1
The Acid Warriors,1988,2,space rock,1
The Acorn,2003,2,indie folk,1
The Act,1979,2,new wave,1
The Action,1976,2,punk,1
The Actions,2006,2,alternative,1
The Adicts,1975,2,punk,1
The Adopted,1987,2,rock,1
The Adverts,1976,2,punk,1
The Afflicted,1982,2,punk,1
The Afghan Whigs,1986,2,rock,1
The Aggrolites,2002,2,reggae,1
The Agonist,2004,2,metalcore,2
The Agony Scene,2000,2,metalcore,1
The Airborne Toxic Event,2006,2,rock,1
The Alan Parsons Project,1975,2,art rock,1
The Alarm,1981,2,punk,1
The Albion Band,1971,2,folk,1
The All‐American Rejects,2000,2,pop,1
The Alley Cats,1978,2,punk,1
The Allman Brothers Band,1969,2,southern rock,3
The Almighty Trigger Happy,1991,2,punk,2
The Amazing Rondini Brothers,2006,2,ragtime,1
The Amber Electric,2013,2,rock,1
The Amber Tapes,2009,2,electronic,1
The Amboy Dukes,1965,2,hard rock,1
The American Pilot,2012,2,alternative pop,1
The Analogs,1995,2,rock,1
The Ancient Wild,2013,2,alternative,1
The Ancient's Rebirth,1992,2,black metal,1
The Angels,1974,2,hard rock,1
The Angina Pectoris,1990,2,goth rock,1
The Angryfolk Band,2011,2,folk,1
The Animals,1963,2,blues rock,2
The Answer,2000,2,hard rock,1
The Anywheres,2004,2,alternative,1
The Apartments,1978,2,alternative,1
The Apostles,1980,2,punk,1
The Aquabats!,1994,2,ska,1
The Aristocrats,2011,2,instrumental rock,1
The Ark,1991,2,glam rock,1
The Arrogant Sons of Bitches,1995,2,punk,1
The Artattacks,1977,2,punk,1
The Association,1965,2,pop,1
The Astray,2008,2,alternative,1
The Astronauts,1977,2,punk,1
The Ataris,1994,2,punk,2
The Atlantics,1961,2,garage rock,1
The Atomic Bitchwax,1993,2,hard rock,1
The Audreys,2003,2,blues,1
The Authorities,1978,2,punk,1
The Avett Brothers,2000,2,folk,1
The B.Goodes,2008,2,pop,1
The B‐52s,1976,2,new wave,1
The Babys,1974,2,rock,1
The Bacon Brothers,1995,2,folk,1
The Bad Day Blues Band,2016,2,blues,0
The Balkan Wanderers,2013,2,ska,1
The Ballantynes,2011,2,r&b,1
The Band,1967,2,folk rock,3
The Band of Holy Joy,1984,2,folk,1
The Band Perry,2009,2,country,1
The Bang On The Wall Band,1997,2,folk,1
The Bangles,1981,2,power pop,2
The Bar Feeders,1994,2,punk,1
The Barracudas,1979,2,punk,1
The Bates,1987,2,punk,1
The Be Good Tanyas,1999,2,folk,1
The Beach Boys,1961,2,pop,5
The Bear Social,2011,2,alternative,1
The Bears,1976,2,punk,1
The Beat,1979,2,ska,1
The Beatdown,2009,2,alternative,1
The Beatmasters,1986,2,house,1
The Beau Brummels,1964,2,folk rock,1
The Beau Hunks,1992,2,folk,1
The Beautiful Day for Suicide,2015,2,emo,1
The Beautiful Girls,2001,2,alternative,1
The Beautiful South,1989,2,rock,1
The Beautiful Word,2007,2,jazz,1
The Beauty of Gemina,2006,2,electronic,1
The Beauty Shop,1999,2,country,1
The Bellamy Brothers,1976,2,country pop,1
The Belle Game,2009,2,pop,1
The Beloved,1983,2,electronic,1
The Bending Space,2012,2,alternative,1
The Berzerker,1995,2,grindcore,1
The Beta Band,1997,2,indie rock,1
The Big Heavy,2005,2,rock,1
The Big Pink,2007,2,shoegaze,1
The Big Sun,2013,2,pop,1
The Bird And The Monkey,2010,2,alternative,1
The Birthday Massacre,1999,2,rock,1
The Birthday Party,1980,2,alternative,1
The Black Crowes,1989,2,southern rock,3
The Black Dahlia Murder,2001,2,death metal,3
The Black Delta Movement,2010,2,alternative,1
The Black Dog,1989,2,techno,1
The Black Eyed Peas,1995,2,pop,1
The Black Keys,2001,2,blues rock,5
The Black Lillies,2009,2,country,1
The Black Mages,2003,2,rock,1
The Black Peppers,2008,2,punk,1
The Black Seeds,1998,2,funk,1
The Black Sorrows,1984,2,soul,1
The Black Waves,2008,2,rock,1
The Blackeyed Susans,1989,2,rock,1
The Blackout,2003,2,punk,1
The Blasters,1979,2,blues rock,1
The Bleach Boys,1976,2,punk,1
The Bliss Jockeys,2007,2,rock,1
The Blood,1982,2,punk,1
The Bloodstrings,2009,2,psychobilly,1
The Blue Giant Zeta Puppies,2010,2,garage,1
The Blue Screen of Death,2006,2,rock,1
The Blue Squares,2010,2,soul,1
The Bluefields,2012,2,rock,1
The Blues Band,1979,2,blues rock,1
The Bluestone,2013,2,grunge,1
The Bluetones,1993,2,britpop,2
The Bobby Fuller Four,1961,2,rock & roll,1
The Bodysnatchers,1979,2,ska,1
The Boilermaker Jazz Band,1988,2,jazz,1
The Bollweevils,1989,2,punk,1
The Bolshoi,1983,2,rock,1
The Bones,1993,2,punk,1
The Books,1999,2,electronic,1
The Bookshop Band,2010,2,orchestral,1
The Boombap Cats,2007,2,rap,1
The Boomtown Rats,1975,2,new wave,1
The Bootleg Beatles,1980,2,rock,1
The BossHoss,2004,2,country rock,1
THE BOSTON SHAKERS,2016,2,rock,1
The Both,2013,2,indie rock,1
The Bothy Band,1974,2,folk,1
The Bots,2010,2,garage punk,1
The Bottle Doom Lazy Band,2005,2,doom metal,1
The Bottle Rockets,1992,2,outlaw country,1
The Bouncing Souls,1988,2,punk,2
The Box Tops,1967,2,mod,1
The Boys,1976,2,punk,1
The Boys Next Door,1977,2,punk,1
The Brains,2002,2,psychobilly,1
The Brandenburg Consort,1975,2,classical,1
The Bravery,2003,2,indie rock,1
The Breath of Life,1985,2,goth rock,1
The Brew,2005,2,blues,1
The Brian Setzer Orchestra,1990,2,swing,1
The Briefs,2000,2,punk,1
The Bright Light Social Hour,2002,2,neo soul,1
The Bright Sparks,2007,2,rock,1
The Brighton Beat,2010,2,funk,1
The Brimstone Solar Radiation Band,1999,2,retro rock,1
The Bristles,1982,2,punk,1
The British Kicks,2010,2,garage rock,1
The Broadcasters,2011,2,electro,1
The Broadways,1996,2,rock,1
The Bronx,2002,2,metalcore,1
The Browns,1998,2,punk,1
The Buckinghams,1965,2,sunshine pop,1
The Budos Band,2005,2,jazz,1
The Buffalo Skinners,2010,2,rock & roll,1
The Bureaucrats,1978,2,punk,1
The Business,1979,2,punk,1
The Busters,1987,2,ska,2
The Butlers,1987,2,punk,1
The Butterfly Effect,1999,2,hard rock,1
The Buttocks,1978,2,punk,1
The Byrds,1964,2,folk rock,3
The Cakes,2004,2,rock,1
The Candy Snatchers,1992,2,punk,1
The Cane,1976,2,punk,1
The Canines,2011,2,math rock,1
The Cannibals,1976,2,psychobilly,1
The Capaces,1998,2,punk,1
The Capones,2001,2,ska,1
The Caravans,1983,2,psychobilly,1
The Cardigans,1992,2,indie pop,2
The Carpettes,1977,2,punk,1
The Cars,1976,2,new wave,2
The Cassandra Complex,1984,2,electronic,2
The Casualties,1990,2,punk,1
The Cat Empire,1999,2,alternative,2
The catholics,1991,2,jazz,1
The Celibate Rifles,1978,2,punk,1
The Centrals,2005,2,garage rock,1
The Chameleons,1981,2,dream pop,1
The Charlatans,1990,2,britpop,2
The Cheapskates,1998,2,punk,1
The Cheats,2005,2,punk,1
The Chefs,1978,2,punk,1
The Chemical Brothers,1989,2,electronic,10
The Cherry Blues Project,2001,2,electronica,1
The Chi‐Lites,1964,2,soul,2
The Chieftains,1962,2,folk,3
The China Blue Experiment,2010,2,pop,1
The Chinese circle,2010,2,dub,1
The Chocolate Watchband,1965,2,garage rock,1
The Chords,1978,2,mod,1
The Chosen Few,1978,2,punk,1
The Church,1980,2,jangle pop,1
The Cigarettes,1978,2,punk,1
The Citradels,2010,2,psychedelic,1
The Clarks,1986,2,garage rock,1
The Clash,1976,2,new wave,2
The Clichés,2003,2,punk,1
The Clocks,1979,2,punk,1
The Clown Calls For War,2010,2,alternative,1
The Coal Porters,1989,2,bluegrass,1
The Cold,1979,2,punk,1
The Collective,2012,2,pop,1
The Commited,1978,2,punk,1
The Common Linnets,2013,2,pop,1
The Communards,1985,2,pop,1
The Como Brothers Band,2012,2,pop,1
The Company Band,2007,2,hard rock,1
The Coral,1996,2,indie rock,2
The Coronas,2003,2,rock,1
The Corrs,1990,2,rock,1
The Cortinas,1976,2,punk,1
The Cosmic Dead,2010,2,psychedelic,1
The Cottars,2000,2,folk,1
The Cotton Field Scarecrowes,2013,2,folk,1
The Cottonettes,2012,2,punk,1
The Coup,1992,2,hip-hop,1
The Cowsills,1965,2,pop,1
The Coyotes Dessert,2010,2,hard rock,1
The Crüxshadows,1992,2,electronic,1
The Cradles,2012,2,rock,1
The Cramps,1976,2,punk,1
The Cranberries,1990,2,rock,4
The Cravats,1977,2,punk,1
The Crazymen,2002,2,punk,1
The Creatures,1981,2,alternative,1
The Creepshow,2005,2,psychobilly,1
The Crime,1978,2,punk,1
The Criminals,1994,2,punk,2
The Crookes,2008,2,indie pop,1
The Cross,1987,2,hard rock,1
The Crowds,1982,2,punk,1
The Crown,1990,2,death metal,1
The Crowns,2008,2,punk,1
The Crypts!,2007,2,garage rock,1
The Crystal Method,1993,2,electronic,2
The Crystals,1960,2,pop,1
The Cult,1983,2,hard rock,4
The Cunts,1978,2,punk,1
The Cure,1977,2,new wave,4
The Curf,2006,2,americana,1
The Curse of Wendigo,2011,2,rock,1
The Cutler,2006,2,electronic,1
The Cybermen,1977,2,punk,1
The Cyon Project,2009,2,stoner metal,1
The Dø,2007,2,folk rock,1
The Daedalus Spirit Orchestra,2010,2,fusion,1
The Damn Tracks,2012,2,punk,1
The Damned,1976,2,punk,2
The Damnwells,2001,2,rock,1
The Dandy Warhols,1994,2,indie rock,1
The Danse Society,1980,2,alternative,1
The Dark Room,1995,2,jazz,1
The Darkness,2000,2,hard rock,1
The Daydream Club,2010,2,alternative,1
The dB’s,1978,2,power pop,1
The Dead,2002,2,rock,1
The Dead Bees,2010,2,rock,1
The Dead Class,2006,2,punk,1
The Dead Daisies,2012,2,heavy metal,1
The Dead Mantra,2009,2,cold wave,1
The Dead Milkmen,1979,2,punk,2
The Dead Weather,2009,2,garage rock,1
The Dear Hunter,2005,2,indie rock,1
The Dears,1995,2,rock,1
The Decemberists,2000,2,indie pop,1
The Decline !,2009,2,punk,1
The Decliner,2011,2,electro,1
The Deele,1981,2,pop soul,1
The Deep Eynde,1992,2,punk,1
The Deepsea Goes,2007,2,post rock,1
The Defiled,2008,2,industrial metal,1
The Del McCoury Band,1967,2,folk,1
The Delfonics,1965,2,philly soul,1
The Delinquents,2010,2,punk,1
The Deltahorse,2012,2,alternative,1
The Derailers,1994,2,country,1
The Descenters,2010,2,alternative,1
The Desperate Mind,2011,2,punk,1
The Devil in Miss Jones,1991,2,punk,1
The Devil Makes Three,2002,2,folk,1
The Devil Wears Prada,2005,2,metalcore,2
The Devlins,1993,2,indie rock,1
The Devotchkas,1996,2,punk,1
The Dickies,1977,2,punk,2
The Dicks,1980,2,punk,1
The Dictators,1973,2,garage rock,1
The Dillards,1962,2,progressive bluegrass,1
The Dils,1977,2,punk,1
The Ding-Dongs,2008,2,rockabilly,1
The Diplomats,2002,2,hip-hop,1
The Dirty Dozen Brass Band,1977,2,soul,1
The Dirty Heads,1996,2,reggae,1
The Dirty Nil,2006,2,alternative,1
The Dismemberment Plan,1993,2,math rock,1
The Distillers,1998,2,punk,1
The Distractions,1975,2,punk,1
The Ditty Bops,2003,2,folk,1
The Divine Comedy,1991,2,pop,2
The Divisive,1997,2,punk,1
The Dizzy Brains,2011,2,punk,1
The Dodgems,1978,2,punk,1
The Dodgers,1976,2,rock,1
The Dodos,2006,2,indie rock,1
The Dogstooth,2013,2,alternative folk,1
The Doobie Brothers,1970,2,rock,1
The Doors,1965,2,blues rock,4
The Dramatics,1962,2,pop,1
The Dresden Dolls,2000,2,rock,1
The Drones,1975,2,punk,1
The Drunken Ramblings,2012,2,alternative,1
The Dualies,2010,2,electronic,1
The Dubliners,1962,2,folk,4
The Ducky Boys,1995,2,punk,1
The Duhks,2002,2,folk,1
The Dukes of Stratosphear,1984,2,psychedelic pop,1
The Dusk Run,2012,2,alternative,1
The Duskfall,1999,2,death metal,2
The Пауки,1991,2,folk,1
The Dynamic Superiors,1963,2,r&b,1
The Dynasty,2012,2,hip-hop,1
The Easy Cure,1977,2,punk,1
The Easybeats,1964,2,rock,1
The Edgar Winter Group,1972,2,rock,1
The Edsel Auctioneer,1988,2,indie rock,1
The Effigies,1980,2,punk,1
The Egg,1994,2,electronic,1
The Elected,2004,2,rock,1
The Electric Hellfire Club,1991,2,industrial metal,1
The Electric Modern,2008,2,indie rock,1
The Electric Prunes,1965,2,garage rock,2
The Electric Swing Circus,2011,2,swing,1
The Elephant Trio,2012,2,jazz,1
The Elizans,2005,2,pop,1
The Elms,2000,2,rock,1
The Elwins,2006,2,surf,1
The Embarrassment,1979,2,punk,1
The Emotions,1968,2,southern soul,1
The Empty Page,2015,2,alternative,1
The Enemy,1980,2,punk,1
The Enid,1975,2,progressive metal,1
The Erin Bardwell Collective,2003,2,reggae,1
The Ernies,1994,2,hard rock,1
The Escape Clause,2008,2,neo prog,1
The Ex,1979,2,punk,1
The Execute,1981,2,punk,1
The Exhibition,2009,2,pop,1
The Exies,1997,2,hard rock,1
The Exiles,2009,2,punk,1
The Experience Brothers,2001,2,rock,1
The Exploding Boy,2006,2,rock,1
The Exploited,1979,2,punk,1
The F.U.'s,1981,2,punk,1
The Fërtility Cült,2008,2,rock,1
The Fabulous Cats,2006,2,hip-hop,1
The Faceless,2005,2,progressive metal,1
The Faction,1982,2,punk,1
The Faint,1994,2,electronic,1
The Fair Rain,2006,2,folk,1
The Falcon,2004,2,punk,1
The Fall,1976,2,rock,2
The Family Crest,2009,2,indie rock,1
The Fanny Pads,2004,2,punk,1
The Farmer's Boys,1981,2,alternative,1
The Fartz,1981,2,punk,1
The Fatty Farmers,2009,2,punk,1
The Features,1994,2,indie rock,1
The Fedz,2016,2,soul,1
The Feelies,1976,2,new wave,1
The Felice Brothers,2006,2,folk,1
The Figgs,1987,2,rock,1
The Fight,2000,2,punk,1
The Fivepenny Piece,1969,2,folk,1
The Fix,1980,2,punk,1
The Flaming Lips,1983,2,psychedelic pop,3
The Flamingo Massacres,1997,2,punk,1
The Flatlanders,1972,2,folk,1
The Flatliners,2002,2,punk,1
The Flesh Eaters,1977,2,punk,1
The Flirtations,1966,2,soul,1
The Fluid,1984,2,garage rock,1
The Flying Burrito Brothers,1968,2,country,2
The Flying Lizards,1976,2,pop,1
The Flying Luttenbachers,1991,2,rock,2
The Flys,1976,2,punk,1
The Fold,2002,2,indie rock,1
The Force Dimension,1987,2,electronic,1
The Forgotten Rebels,1977,2,punk,1
The Fourth Wall,2011,2,electro,1
The Foxglove Company,2013,2,folk,1
The Foxholes,2006,2,rock,1
The Fractions,2003,2,punk,1
The Francis Wolves,2014,2,funk,0
The Fratellis,2005,2,rock,2
The Fray,2002,2,pop,1
The Free Design,1967,2,sunshine pop,1
the Freewheelers Cello Band,2007,2,blues,1
The Freeze,1978,2,punk,1
The Fridays,2003,2,rock,1
The Front Bottoms,2006,2,indie rock,1
The Frytown Toughs,2009,2,ragtime,1
The Fully Down,2004,2,punk,1
The F-Ups,1999,2,punk,1
The Future Sound of London,1988,2,electronica,2
The Gafferbobs,2004,2,rock,1
The Gamits,1996,2,punk,1
The Garlicks,2006,2,hard rock,1
The Garrison,2007,2,rock,1
The Gaslight Anthem,2006,2,punk,1
The Gathering,1989,2,progressive metal,2
The Genuine Fakes,2005,2,power pop,1
The Georgia Satellites,1980,2,country rock,1
The Get Up Kids,1995,2,emo,2
The Ghost Inside,2006,2,metalcore,1
The Ghoulies,1997,2,punk,1
The Gibson Brothers,1993,2,bluegrass,1
The Girls!,2011,2,power pop,1
The Gits,1986,2,punk,1
The Glass Moths,2012,2,psychedelic,1
The Glitch Mob,2006,2,electronic,1
The Glitter Band,1973,2,pop,1
The Globetrotters,1999,2,jazz,1
The Go! Team,2000,2,hip-hop,1
The Go‐Betweens,1978,2,alternative,1
